GENE	Gene Length	DtL_0min_set2d_RNA_Rep1	DtL_0min_set2d_RNA_Rep2	DtL_0min_set2d_RNA_Rep3	DtL_20min_set2d_RNA_Rep1	DtL_20min_set2d_RNA_Rep2	DtL_20min_set2d_RNA_Rep3	DtL_40min_set2d_RNA_Rep1	DtL_40min_set2d_RNA_Rep2	DtL_40min_set2d_RNA_Rep3	DtL_60min_set2d_RNA_Rep1	DtL_60min_set2d_RNA_Rep2
YBL072C	603	372.912	355.119	317.38	296.42	406.393	384.177	363.561	318.385	333.842	551.804	357.477
YBL073W	312	0	0	0	0	0	0	1.12226	0	0.377092	0	1.3446
YBL074C	1068	11.7265	12.868	13.8228	14.5422	15.1444	14.8552	14.4307	14.9096	17.1171	17.1072	15.493
YBL075C	1950	11.3264	11.8459	13.202	13.139	11.7983	13.0905	14.9286	14.4797	15.9065	13.1842	16.1228
YBL076C	3219	333.135	333.455	320.959	349.654	312.171	305.739	297.861	309.443	300.867	259.094	318.615
YBL077W	432	0.159032	0.945504	0.632544	0.339559	1.04073	0.418134	0.389055	0.189564	0.522909	1.10959	0
YBL078C	354	52.9388	42.5446	59.0896	68.8453	57.8152	60.4851	81.3668	61.7806	71.9959	84.2289	56.4615
YBL079W	4509	43.6339	43.1829	43.1448	46.2058	43.8187	40.9296	44.3227	45.1054	43.9039	41.8026	46.9065
YBL080C	1626	6.65753	7.24231	8.05329	7.94228	8.07384	8.68728	8.87594	9.34644	9.78118	8.99517	9.55553
YBL081W	1107	14.7889	16.3714	14.8135	16.3918	14.678	11.9802	12.6407	14.5755	13.1326	12.0697	15.9819
YBL082C	1377	17.4411	19.467	19.4773	19.9419	18.8891	17.3207	17.4206	20.8356	19.3845	12.9409	19.3217
YBL083C	426	28.2808	29.9487	28.383	31.3622	25.8241	27.0913	25.6095	30.4764	28.6536	21.287	31.9283
YBL084C	2277	11.1791	11.2544	10.5139	12.7363	12.1263	11.2438	12.4513	11.9141	12.0913	11.2808	12.1245
YBL085W	2943	25.5596	25.2587	26.3995	28.3402	26.3781	25.9701	28.6215	26.919	27.3242	26.2717	28.1889
YBL086C	1401	9.19572	9.76282	11.9373	12.1725	11.366	11.6018	11.3924	13.5207	13.6436	9.87072	13.3101
YBL087C	414	1232.73	1100.8	1056.53	1238.27	1059.61	961.195	912.761	1019.89	915.746	785.282	948.412
YBL088C	8364	14.6429	14.5299	14.4555	16.083	15.522	14.5242	16.0936	15.2077	15.9133	14.8354	15.6231
YBL089W	1380	11.5794	12.7117	12.8549	12.4535	12.9242	11.975	13.3036	15.152	13.4528	12.6672	13.8777
YBL090W	534	36.251	38.4689	32.4928	37.7923	37.3388	38.304	38.3049	41.0196	41.2148	44.1733	43.9235
YBL091C	1266	73.3153	75.8183	100.071	84.4206	87.3611	83.1144	83.7983	93.7692	95.6688	69.0382	91.8452
YBL091C-A	528	20.5494	18.3796	20.1639	26.5038	18.0043	21.9408	24.4129	23.1268	24.2661	22.8042	19.1855
YBL092W	393	5301.38	4843.01	4627.81	5164.46	4537.47	4472.96	4622.54	4297.36	4303.49	4397.01	4324.97
YBL093C	663	105.586	91.6429	94.6176	97.3615	78.7228	69.3718	88.4518	81.4046	73.3294	81.3636	82.3152
YBL094C	333	0.346308	1.31022	1.37742	3.69711	0.849854	1.82105	1.97681	2.06396	3.41605	3.49012	2.03011
YBL095W	813	16.7187	18.7418	19.2926	18.6932	19.2479	17.4563	16.2424	19.0058	18.4937	12.6009	19.5108
YBL096C	309	0.960612	1.55759	0.764158	1.70921	0.785794	1.68378	1.95836	3.4351	1.9741	1.4894	1.40781
YBL097W	2265	3.72448	5.25885	10.1516	4.35633	7.227	6.70548	5.52107	6.92599	8.23542	5.87543	7.79615
YBL098W	1383	18.3241	21.0423	19.4763	19.672	22.7149	19.4333	19.5258	21.6431	20.0414	20.4129	22.9054
YBL099W	1638	248.244	241.824	238.011	294.293	259.387	254.97	274.861	289.247	289.006	220.581	271.553
YBL100C	315	0	0.237166	0	0	0	0	0	0.261521	0	0	0
YBL100W-A	1317	1.71675	1.13407	1.12721	1.64851	1.02538	1.38517	1.75548	1.13685	1.20959	2.00689	1.0583
YBL100W-B	5313	2.79305	2.42283	2.50987	3.12496	2.63264	2.61408	3.01341	2.56203	2.39987	3.09643	2.53095
YBL100W-C	120	5.77716	0	4.59568	8.22342	9.45159	5.06317	18.8442	10.3294	0	8.95733	0
YBL101C	3354	22.9074	22.9842	25.8502	28.7448	27.1495	27.2887	28.0126	29.3889	30.6493	26.8342	29.7804
YBL102W	648	93.8734	97.9659	97.3623	108.912	96.4197	98.4448	97.725	110.939	102.467	84.8182	102.246
YBL103C	1461	24.0123	27.9424	26.3984	24.7805	28.894	24.98	24.3981	28.6509	26.5088	22.6733	30.5633
YBL104C	3117	14.521	14.7919	14.0214	15.3543	14.1445	13.4201	15.8629	14.6357	15.4482	14.4826	15.0276
YBL105C	3456	25.9721	28.1242	32.1603	30.9049	31.7793	29.4032	30.7625	32.0184	32.9343	28.0209	34.5121
YBL106C	3033	31.6327	29.7758	31.0594	34.6929	27.2613	27.4209	31.2681	26.0675	28.6063	28.8099	28.5032
YBL107C	591	19.7423	18.9493	25.6558	18.8356	20.0477	23.4925	22.969	21.4024	23.993	30.2801	27.1248
YBL107W-A	105	0	3.40608	0	4.48517	0	0	0	0	0	4.88545	0
YBL108C-A	129	0	0	0	0	0	0	0	0	0	0	0
YBL108W	306	0	0	0	0	0	0	0	0	0	0	0
YBL109W	336	1.6721	0.722998	0.532056	0.476026	1.09424	1.17236	0	0.398623	1.09959	0.259255	0.245052
YBL111C	2004	0	0	0	0	0	0	0	0	0	0	0
YBL112C	318	0	0	0	0	0	0	0	0	0	0	0
YBL113C	2379	1.13406	1.32927	1.6521	1.18638	1.82182	1.71238	1.20333	1.8078	1.98797	1.19693	1.76212
YBL113W-A	483	0	0.134442	0	0	0	0	0	0	0	0	0
YBR001C	2343	13.0644	14.7757	17.8995	17.894	19.7138	20.2563	19.4143	22.0831	24.9513	18.1872	22.9348
YBR002C	861	24.1573	25.4709	25.383	24.7068	21.7449	21.1301	23.5772	24.7139	24.5485	20.4972	24.427
YBR003W	1422	30.269	27.8657	30.3353	35.2105	31.3159	31.4858	33.1403	32.1616	35.1402	31.7748	33.7066
YBR004C	1302	21.5854	18.1497	16.4015	20.9491	16.165	17.0041	20.7123	18.1028	18.5614	19.1335	17.8626
YBR005W	642	32.1391	32.26	31.9285	37.1044	31.0758	32.2559	31.16	32.3951	31.1061	28.8766	28.3257
YBR006W	1494	18.7942	17.1195	18.3721	25.1385	18.2804	21.2654	24.7236	21.2738	25.0568	22.9241	22.1308
YBR007C	2211	11.5403	11.9055	10.3956	12.7636	11.9397	12.0121	12.9548	12.5889	12.0469	12.6837	13.1737
YBR008C	1647	9.90915	9.40634	12.7016	11.7493	10.1323	11.184	10.6269	11.1788	11.8931	9.40876	11.334
YBR009C	312	1075.75	1113.02	1240.38	1046.41	1173.8	1182.82	1026.86	1123.15	1159.93	1136.24	1191.32
YBR010W	411	611.7	582.292	550.339	615.256	608.685	560.82	572.507	544.443	583.457	626.016	568.817
YBR011C	864	993.143	880.329	864.948	1046.84	798.121	853.44	926.257	885.304	867.026	782.651	860.934
YBR012C	420	28.9327	40.7502	25.4527	42.6375	42.8797	31.4725	38.7212	43.312	37.2137	35.3598	42.7761
YBR012W-A	1323	3.60399	3.9544	3.9663	4.03076	4.32243	3.8473	3.44716	4.58659	3.56396	4.07538	4.94423
YBR012W-B	5271	4.68243	5.86342	5.34753	5.22158	6.10098	4.79954	5.21242	6.53463	5.31624	4.72618	6.39516
YBR013C	390	39.6295	35.9218	38.0926	37.7537	39.34	35.6362	43.4252	48.9599	48.6945	43.3632	39.929
YBR014C	612	58.5266	59.7557	63.3945	66.1335	60.7298	61.552	71.524	59.8238	67.5514	61.0967	64.1534
YBR015C	1794	68.4154	71.5118	69.4384	76.8462	70.5569	66.3325	70.8591	72.1982	70.8866	59.2736	73.1562
YBR016W	387	124.426	131.879	146.791	144.691	131.799	123.28	113.503	146.93	139.551	124.743	138.463
YBR017C	2757	42.7957	41.6512	42.2683	47.4964	40.4371	41.2187	44.238	44.407	44.231	39.4559	45.704
YBR018C	1101	1.2297	1.29235	0.978216	1.36142	1.45299	1.55671	1.30918	1.75079	1.74088	1.377	1.60193
YBR019C	2100	0.220119	0.314425	0.125074	0.268565	0.25723	0.220475	0.269249	0.28112	0.491127	0.402234	0.276508
YBR020W	1587	4.0892	5.03164	4.60254	4.4739	5.5869	5.77606	4.04408	5.10759	5.4712	3.69283	5.24377
YBR021W	1902	6.884	9.70619	9.28566	7.83163	10.2399	7.86941	6.47507	10.3567	10.0873	7.76623	11.6498
YBR022W	534	34.2087	36.8131	36.7981	38.8098	37.0882	37.946	42.635	35.6639	39.7039	49.0815	36.4408
YBR023C	3498	34.3341	34.069	33.7754	39.2267	34.4093	34.44	36.2815	37.1619	36.9854	33.3043	38.6147
YBR024W	906	11.9601	11.923	15.9626	14.5338	12.7911	13.6654	16.5801	16.3683	18.5704	15.6249	16.5867
YBR025C	1185	332.29	315.418	336.656	337.03	295.675	310.87	315.265	320.069	329.274	281.081	328.338
YBR026C	1143	58.1733	53.365	59.2762	69.5534	52.9923	61.7397	75.0463	62.1241	73.1607	64.707	65.2414
YBR027C	333	10.3892	5.61524	8.81551	8.13363	7.64869	4.24912	7.34243	9.49423	7.68611	4.29553	8.88172
YBR028C	1578	26.0153	28.2875	26.6351	25.0147	26.9593	24.6809	23.7681	26.3504	24.7691	24.463	27.2308
YBR029C	1374	65.7856	61.311	62.5595	68.657	56.3105	58.086	63.7926	58.6649	60.4988	59.0814	56.4136
YBR030W	1659	19.4845	19.3331	17.1745	20.2724	17.2049	17.1488	16.9661	18.7597	17.6963	17.8253	19.6015
YBR031W	1089	413.851	443.448	417.078	440.794	429.482	382.319	358.472	429.043	366.82	315.192	399.273
YBR032W	303	0.528885	0.285855	0.420723	0	0.432635	0	0	0.315211	0.869504	0.410011	0
YBR033W	2760	1.99351	1.56608	1.60426	1.79827	1.65916	1.8284	2.4479	1.96177	2.34372	2.53381	2.13172
YBR034C	1047	91.284	85.7448	72.6736	74.2089	64.2003	59.2906	65.0707	70.8583	61.0068	62.9917	71.059
YBR035C	687	188.372	210.843	189.437	208.171	218.716	191.82	205.247	232.218	207.716	191.877	229.178
YBR036C	1233	77.8148	73.6612	79.429	90.9355	77.9763	69.9086	80.555	86.8488	83.8523	71.7662	87.4918
YBR037C	888	14.4376	13.7851	18.3325	19.0924	17.7711	19.5986	18.9413	21.2538	23.9605	17.2302	20.1576
YBR038W	2892	24.8195	25.9484	30.036	27.6018	29.2381	29.8102	27.5755	29.8863	31.7526	24.175	30.04
YBR039W	936	139.923	121.03	123.506	156.177	130.261	137.666	160.219	140.402	157.293	149.097	141.923
YBR040W	897	0.179648	0.485486	0.321543	0.447505	0.330647	0.118084	0.292992	0.321205	0.22151	0.313356	0.394921
YBR041W	2010	26.7562	26.7432	28.8436	32.8986	30.9986	31.9225	35.201	31.3807	33.6771	33.5414	32.4427
YBR042C	1194	25.4381	25.4672	23.6411	26.9161	23.8822	23.7248	26.5702	23.3103	25.6445	27.9573	26.2679
YBR043C	2070	31.5162	36.0722	36.5638	33.2934	38.3311	34.2603	33.7805	39.3193	35.6547	27.2573	39.5129
YBR044C	1719	14.0367	15.3873	14.4261	16.0914	14.5269	14.4708	17.6943	16.7787	17.0391	16.361	18.1776
YBR045C	1920	6.39185	7.70014	6.65023	8.99923	9.88736	7.8457	9.16061	8.83343	9.10537	9.35681	10.0822
YBR046C	1005	31.1432	42.05	49.1196	38.4946	50.8252	49.1904	45.1731	56.0044	56.2952	42.318	58.6175
YBR047W	528	50.904	74.7586	61.1555	52.2653	70.1399	57.5945	54.695	81.6276	68.3394	62.7521	79.9523
YBR048W	471	1329.43	1282.61	1223.98	1312.48	1188.83	1148.81	1107.19	1143.37	1078.05	1106.74	1116.53
YBR049C	2433	36.0588	36.5515	38.5852	37.6136	36.2985	35.0126	37.022	37.5413	38.9298	34.5243	38.3355
YBR050C	1017	0.644205	0.737332	0.783762	0.809105	1.05394	1.26202	1.01975	0.745296	0.747596	0.851937	1.27732
YBR051W	351	0	0.308418	0.226966	0.203064	0	0	0.232664	0.170045	0	0.884748	0.41814
YBR052C	633	95.9487	86.063	104.843	117.104	100.868	106.94	117.24	120.557	129.77	89.8941	106.24
YBR053C	1077	45.3064	41.604	56.0324	62.1643	45.5718	56.9268	69.4487	55.5126	70.7291	58.911	62.303
YBR054W	1035	131.074	120.415	132.397	186.233	151.775	168.029	215.463	198.211	226.752	199.725	202.54
YBR055C	2700	17.4784	18.2006	17.446	18.0173	18.0176	17.3787	19.1137	17.706	18.9257	18.2997	19.1766
YBR056C-B	159	0	7.11646	0	3.12368	0	7.693	10.737	13.0788	0	3.40245	9.64819
YBR056W	1506	71.1482	58.5517	70.5584	87.9277	63.0865	74.6111	92.5128	73.6855	84.5206	87.0876	73.2912
YBR056W-A	201	200.565	204.237	212.73	254.459	216.375	196.157	315.254	213.084	205.487	353.785	206.606
YBR057C	1101	25.6871	27.4163	28.3954	28.1766	25.4831	24.3985	26.0165	26.7505	26.6748	24.9184	27.0326
YBR058C	2346	34.5155	31.797	30.835	35.638	32.1735	32.2202	34.812	32.7712	33.4946	34.0846	35.6242
YBR058C-A	243	771.225	1030.04	1049.55	789.32	978.896	941.248	1081.09	1024.7	1041.32	984.529	1070.71
YBR059C	3327	35.3622	34.587	39.2922	41.231	40.1417	38.5078	42.3836	40.6184	43.2294	37.5001	42.4436
YBR060C	1863	21.115	20.973	19.2926	21.3163	20.6058	19.9751	20.0269	20.5691	19.9655	19.1928	21.22
YBR061C	933	27.6563	31.5055	28.8712	29.1013	30.3499	28.6758	28.8674	30.3792	29.2043	32.4571	33.1421
YBR062C	543	33.4585	30.764	39.2939	38.749	34.9811	38.0857	40.7648	36.932	41.7433	40.2119	37.2837
YBR063C	1215	16.9616	17.1952	15.9134	17.3252	15.526	16.1064	17.3202	17.3989	19.4654	19.105	19.1181
YBR064W	429	0.161683	0.174775	0.128617	0.115073	0	0.425102	0.263693	0	0.265812	0.376027	0.118476
YBR065C	1095	17.6819	18.5001	19.6483	18.5585	19.473	18.7829	20.1136	20.9945	21.3215	22.1083	22.5105
YBR066C	663	148.608	115.199	146.624	171.458	112.65	131.166	192.553	128.077	133.715	187.632	134.754
YBR067C	633	375.761	383.453	391.821	355.467	344.886	332.775	312.105	348.708	311.623	241.715	304.002
YBR068C	1830	171.82	208.208	206.749	197.606	217.738	190.143	173.527	220.889	201.144	166.223	214.849
YBR069C	1860	85.5023	85.0734	78.0326	86.8896	79.4145	76.091	75.646	81.5359	76.6845	72.1525	81.5831
YBR070C	714	18.5883	20.2288	20.4128	20.4904	23.6018	19.9661	23.4261	23.4252	23.0485	21.2516	23.9398
YBR071W	636	53.6186	52.4325	49.054	54.5926	48.3514	50.2214	59.6682	56.5172	53.8424	60.281	54.5541
YBR072C-A	162	0	2.31412	0	0	0	0	0	0	0	0	0
YBR072W	645	226.356	182.6	202.981	295.789	180.834	247.783	458.886	311.029	407.055	484.677	363.776
YBR073W	2877	30.4097	27.6049	27.5999	32.0864	25.7543	28.6896	30.9478	29.8985	30.7504	31.5331	33.0435
YBR074W	2931	34.7347	35.9989	35.5036	36.6611	34.6891	35.1494	34.6694	37.3741	35.2156	31.5207	38.0793
YBR076C-A	267	43.1924	50.5807	52.3568	57.822	48.7918	48.6698	68.7664	61.904	49.8758	73.3466	51.9965
YBR076W	1065	0.249657	0.308426	0.255343	0.228453	0.320922	0.343833	0.639843	0.361356	0.410445	0.442385	0.365882
YBR077C	489	39.0464	40.8973	45.7235	44.2742	44.6374	42.8291	46.5748	45.7476	48.3445	46.3454	46.5611
YBR078W	1290	551.921	515.757	524.736	551.653	491.843	505.223	527.219	505.09	524.423	428.238	503.254
YBR079C	2895	104.94	104.609	105.982	104.481	103.333	99.9328	96.499	97.3842	99.9055	91.662	102.051
YBR080C	2277	44.1997	42.8923	47.4552	50.6286	43.1994	48.0064	51.502	45.4752	51.0548	50.7192	47.3309
YBR081C	3999	17.8188	19.1064	22.1201	19.8514	19.35	19.5071	19.1694	20.8696	21.282	19.1624	21.6328
YBR082C	447	669.514	594.076	606.138	684.055	581.819	571.441	662.588	703.965	652.81	566.89	688.993
YBR083W	1461	28.3105	27.4362	29.531	30.762	28.4226	28.0736	28.8822	31.599	29.9631	29.0397	31.5311
YBR084C-A	570	1422.05	1419.89	1424.91	1418.36	1304.02	1264.1	1257.37	1316.28	1249.29	1052.31	1308.38
YBR084W	2928	78.6398	85.8589	84.5763	80.8035	81.9413	73.7479	69.4608	80.0956	74.6893	65.1163	84.6899
YBR085C-A	258	1981.12	1897.74	1928.98	2214.35	2311.7	2352.79	3189.31	2703.69	3048.58	3415.71	2778.34
YBR085W	924	2.75939	3.68193	4.39014	3.25272	3.03314	3.24967	2.70725	3.21205	2.79989	2.3063	2.55908
YBR086C	2841	70.5903	66.4691	67.3455	77.9138	70.1891	69.9254	74.7954	69.3669	75.4887	63.7854	69.5142
YBR087W	1065	26.214	28.1246	27.4068	31.6788	28.0661	28.882	26.5826	30.3964	29.1416	31.7135	30.0285
YBR088C	777	64.9855	57.8843	61.5171	65.2384	54.6019	61.3017	60.8142	57.2913	66.7852	58.1561	60.746
YBR089C-A	300	338.164	315.343	317.675	315.493	310.745	328.055	358.306	340.103	309.522	286.303	344.387
YBR089W	600	0.248743	0.403327	0.131915	0.177035	0.474776	0.145334	0.270454	0.444746	0.0681569	0.192835	0
YBR090C	369	22.5547	20.973	25.8521	20.8857	30.7502	35.0709	30.2587	22.115	21.132	41.927	27.7234
YBR091C	330	35.1867	41.1408	40.5579	32.1981	42.8811	44.0543	40.9906	41.7279	40.1394	38.1335	40.2541
YBR092C	1404	106.66	115.379	112.128	103.781	109.799	101.671	84.3269	118.412	102.382	68.6812	108.863
YBR093C	1404	6.22374	6.79579	6.47429	7.92657	7.23473	6.35997	6.51356	8.66503	7.37369	5.48902	7.73634
YBR094W	2262	20.7031	19.332	20.2299	22.9562	22.1154	20.9954	23.6027	20.6194	23.2932	22.4384	21.9613
YBR095C	1293	23.5277	22.329	20.867	25.8715	20.6369	20.8398	24.187	22.7779	21.2191	24.2689	22.8986
YBR096W	693	94.3223	95.087	88.4852	109.77	95.28	102.369	111.179	100.633	110.402	116.67	109.318
YBR097W	4365	13.5828	13.0279	12.8861	14.473	13.8756	13.1992	15.6659	13.4724	14.391	14.5807	15.1964
YBR098W	2076	6.83369	6.32806	6.90605	8.00407	7.08856	7.17578	8.11862	6.92094	7.75176	7.34766	7.36536
YBR099C	384	1.9402	3.72853	2.57235	5.21663	5.81939	5.4791	4.39488	3.85446	5.31624	2.8411	4.58108
YBR101C	873	56.247	59.1126	66.0029	64.7948	68.7873	71.736	70.0941	70.1864	74.8746	63.527	67.8048
YBR102C	2262	23.3633	24.3565	22.9901	24.9216	22.6594	22.9086	25.3357	25.5739	24.2439	24.8369	25.6587
YBR103C-A	144	0	2.66215	0	0	0	4.31674	0	0	4.04882	7.63682	0
YBR103W	1608	14.0696	14.8617	20.1529	17.0399	16.8696	17.7736	15.8565	19.4255	16.9521	15.4727	18.8463
YBR104W	990	37.5864	50.8829	44.084	36.9258	42.8904	36.4521	36.4152	46.4642	38.9355	34.1317	46.4503
YBR105C	1089	63.1603	77.9184	61.378	53.2622	61.9538	47.0042	49.4989	68.988	52.0042	53.4765	67.506
YBR106W	567	680.167	612.174	606.224	666.988	577.123	583.994	608.608	590.333	559.785	519.273	554.2
YBR107C	738	7.55843	7.81662	7.57501	8.93755	9.5908	8.91933	7.76519	9.39969	9.09957	8.07421	10.7283
YBR108W	2844	18.7291	18.5484	19.5736	21.9104	19.5223	19.0092	20.4034	22.1375	21.3879	17.5711	21.5969
YBR109C	444	464.602	457.05	452.812	454.626	430.716	464.081	483.653	445.635	473.922	464.77	497.819
YBR109W-A	225	27.5485	22.907	16.8573	21.115	29.4689	24.1438	20.7367	31.5743	36.5808	59.1413	34.162
YBR110W	1350	32.8036	37.0456	36.125	38.5478	35.8721	34.0777	37.2691	39.1328	39.8283	34.3035	37.9253
YBR111C	696	101.958	94.1673	104.724	112.138	105.133	116.518	120.042	114.043	125.931	127.193	121.18
YBR111W-A	291	136.248	133.539	132.239	150.327	168.512	156.546	166.923	137.15	135.576	229.947	163.371
YBR112C	2901	37.6736	39.3718	36.4551	42.7383	42.0745	38.6055	39.187	42.9637	37.6256	34.0892	41.1879
YBR113W	483	0.497486	0.537769	0.197873	0	0.813901	0.327002	0.10142	0.222373	0.408941	0.867756	0.182271
YBR114W	2373	15.6476	16.4111	16.6549	15.9151	16.5099	14.8065	16.3914	18.8803	16.8836	16.2733	19.2373
YBR115C	4179	108.177	148.508	140.05	113.954	146.595	120.469	103.891	140.38	120.845	94.6671	143.251
YBR116C	528	4.79833	6.31445	5.47661	7.20133	6.74094	7.40501	9.95228	7.14941	12.0044	9.70394	8.71373
YBR117C	2046	4.24317	4.0703	4.29011	6.37415	4.80901	4.96781	7.27687	7.21023	9.65177	7.5331	7.69007
YBR118W	1377	880.235	780.867	790.565	1046.38	697.272	665.014	707.237	850.862	701.022	435.472	735.283
YBR119W	897	19.7612	17.0891	16.9346	18.4116	17.4876	18.9328	18.8247	18.7102	18.8283	19.2888	18.66
YBR120C	489	21.5847	19.9899	24.3087	21.8351	23.6082	24.4434	25.1167	23.5604	31.399	30.8343	25.0577
YBR121C	2004	302.107	293.299	301.426	313.387	281.569	271.702	281.894	287.701	281.297	251.649	290.151
YBR121C-A	159	1944.29	1888.23	1784.08	2402.11	1701.75	1573.22	1850.34	1598.23	1879.64	1697.82	1797.78
YBR122C	534	64.6391	63.9124	61.98	67.0813	61.7301	66.674	75.4439	66.2765	74.4553	71.8015	73.555
YBR123C	1950	14.6285	15.4986	16.4957	16.5851	15.8291	15.1897	17.1331	16.203	16.5253	16.845	17.5019
YBR124W	360	1.31094	3.11759	2.08568	2.23924	1.07236	2.29784	2.13804	2.65644	2.58626	2.43908	2.88184
YBR125C	1182	26.202	23.3164	25.3595	27.8617	22.9646	21.4602	23.9613	26.1571	23.6923	24.3511	25.0514
YBR126C	1488	220.68	182.257	232.875	307.42	216.2	241.928	302.161	278.431	305.439	222.084	246.683
YBR126W-A	207	1175.91	1139.63	1126.81	1192.84	1141.02	1274.6	1483.55	1168.05	1251.04	1322.35	1226.14
YBR126W-B	144	3142.45	3018.88	3001.32	3312.75	2691.44	3021.72	3747.43	3378.8	3137.83	1783.2	3205
YBR127C	1554	456.392	396.872	435.631	499.654	387.783	405.147	438.221	420.495	417.911	362.058	406.512
YBR128C	1035	3.8878	4.16258	4.80106	4.50628	4.30094	4.70533	5.19334	4.83279	6.54384	5.10938	5.64344
YBR129C	987	22.2807	22.0174	21.2689	23.1829	24.0969	21.3242	23.3143	21.4581	25.9329	23.7234	23.0884
YBR130C	1278	32.7514	32.0709	30.7782	34.0186	32.228	31.6534	36.5557	31.6392	33.3854	34.9717	33.3668
YBR131C-A	90	0	0	0	0	0	0	0	0	0	0	0
YBR131W	2115	10.9175	12.164	11.2778	11.844	11.444	10.5524	10.9377	11.3775	12.1282	12.3932	13.1886
YBR132C	1791	30.3675	34.3361	39.1857	41.0366	43.9079	41.7328	40.7852	49.1669	47.4117	31.9258	42.0429
YBR133C	2484	30.5613	31.2343	30.3502	34.8833	32.5517	33.1751	31.7387	34.4108	33.5458	30.1327	34.4933
YBR134W	402	0	0.102809	0.302629	0.13538	0	0.333414	0.155113	1.13367	0.15636	0	0
YBR135W	453	97.0098	95.6893	95.4416	104.784	98.0272	96.1482	92.2537	103.305	92.6433	83.5002	104.642
YBR136W	7107	12.349	12.748	12.6254	13.9779	13.816	13.2105	14.3681	13.8321	13.6638	13.6396	14.5468
YBR137W	540	74.7075	69.5136	68.8169	84.4895	74.774	68.0164	86.6109	81.4802	83.3608	84.1216	85.8891
YBR138C	1575	9.96435	10.0476	11.6803	12.1061	12.1547	11.1565	12.9221	11.4326	12.4847	12.9993	11.6921
YBR139W	1527	72.3019	67.8791	75.214	93.8572	78.7779	84.2022	97.1764	91.6656	103.086	79.8661	87.689
YBR140C	9279	32.8866	31.9577	31.6963	37.7469	34.5657	33.3501	37.4698	34.742	36.7774	34.3622	36.1073
YBR141C	1014	11.1086	11.165	10.1078	9.90979	9.74048	8.63541	8.96556	10.5658	9.69432	11.1481	11.7361
YBR141W-A	96	0	0	0	0	0	5.79587	0	0	0	5.12678	0
YBR142W	2322	30.6893	31.8616	27.8751	26.6682	27.8605	25.2355	25.9877	27.1848	26.2773	28.5041	32.148
YBR143C	1314	201.398	208.342	213.316	205.983	198.634	201.439	191.887	195.698	200.213	193.056	204.286
YBR144C	315	0.877602	1.18583	0.698124	0.624605	0.358945	1.15371	1.07348	1.56913	2.88561	0.340174	0.643079
YBR145W	1056	93.9083	138.293	126.514	118.324	142.309	113.087	100.341	148.476	113.746	87.6466	144.946
YBR146W	837	44.4958	46.2529	48.7433	48.2601	46.1152	45.9805	51.9852	51.1208	51.7519	48.0394	51.5371
YBR147W	891	16.4101	24.6727	21.3841	18.7773	28.7385	19.9838	18.5201	25.8825	20.0849	18.1688	25.943
YBR148W	1830	1.21492	2.00975	2.24043	2.1093	2.87607	2.12955	2.11655	2.77565	2.60264	2.28328	2.34704
YBR149W	1035	210.941	179.391	211.099	257.253	193.33	219.982	273.164	230.297	257.767	235.52	223.594
YBR150C	3285	12.7493	12.1548	14.0615	14.3545	13.2677	13.6604	14.7428	14.1743	15.0977	13.3542	14.9828
YBR151W	951	56.6305	53.7321	65.9906	65.4144	64.8747	61.549	69.7772	71.8264	79.2324	63.0891	69.7187
YBR152W	876	12.161	12.5437	14.8802	12.4873	13.4031	13.465	14.3832	13.2509	15.033	13.098	14.7273
YBR153W	735	37.726	40.9426	38.7281	37.7183	36.6896	30.8593	33.9383	41.2927	38.395	36.4422	39.3604
YBR154C	648	127.207	129.031	122.718	118.049	113.723	106.308	120.684	118.807	117.397	126.04	129.878
YBR155W	1158	22.9878	26.3893	27.328	20.5308	25.6661	24.1593	22.6097	25.2448	23.7125	24.4728	29.7246
YBR156C	2097	8.55135	8.71605	8.56892	8.59683	8.25759	8.1432	8.37311	9.32955	8.9841	9.54719	9.34731
YBR157C	768	27.3646	25.5192	32.1618	34.2425	26.8799	32.8287	36.3073	32.8186	39.0882	32.1688	27.8179
YBR158W	1650	126.445	135.988	113.442	117.448	110.435	104.41	113.97	116.822	110.719	106.753	119.856
YBR159W	1044	64.1729	64.8778	75.5105	72.3525	65.3409	71.0322	70.1523	75.5984	77.607	65.3862	75.2435
YBR160W	897	42.9358	39.9069	40.2286	48.81	41.3309	39.2826	49.772	43.5233	43.7851	41.3978	45.7779
YBR161W	1131	19.4679	16.4966	19.0826	21.9108	17.8415	19.7224	21.2031	20.6882	20.2885	19.9013	19.9717
YBR162C	1368	249.026	291.359	330.509	271.695	288.339	279.246	260.441	294.324	287.889	213.62	296.749
YBR162W-A	198	969.125	1098.03	1340.75	1051.75	1637.22	1413.83	1276.24	1273.57	1311.23	2083.58	1294.58
YBR163W	1758	20.8098	22.2551	22.0158	21.2072	21.0773	20.8241	21.7665	20.667	22.6548	22.3224	22.7672
YBR164C	552	76.2631	70.4983	91.6876	79.5711	80.9267	84.0103	88.1935	81.9741	95.3765	79.6732	87.9773
YBR165W	834	24.5758	24.6836	23.9426	27.5466	24.0101	23.8493	24.4626	25.4691	26.0496	24.76	24.8618
YBR166C	1359	28.7096	34.3078	35.269	27.9347	35.0879	34.215	31.579	35.909	35.3242	28.7407	38.002
