GENE	Gene Length	LtD_0min_set2d_RNA_Rep1	LtD_0min_set2d_RNA_Rep2	LtD_0min_set2d_RNA_Rep3	LtD_30min_set2d_RNA_Rep1	LtD_30min_set2d_RNA_Rep2	LtD_30min_set2d_RNA_Rep3	LtD_60min_set2d_RNA_Rep1	LtD_60min_set2d_RNA_Rep2	LtD_60min_set2d_RNA_Rep3	LtD_90min_set2d_RNA_Rep1	LtD_90min_set2d_RNA_Rep2	LtD_90min_set2d_RNA_Rep3
YBL060W	2064	4.99673	7.93231	9.70193	4.23426	9.6194	7.71875	5.97476	8.21371	8.95983	5.92263	8.23093	11.5387
YBL061C	2091	15.7243	21.6409	21.7765	17.4488	20.8628	19.0545	17.1427	19.9049	20.2414	17.784	19.4412	20.8376
YBL062W	381	0.391481	0.472844	0	0.451326	0.718841	0	0	0.327358	0.263243	0.57893	0.204287	0.279326
YBL063W	3336	10.9645	9.76567	11.2072	7.95105	10.8043	8.56954	6.82382	8.58766	9.12319	7.69056	8.35097	10.5704
YBL064C	786	107.297	91.5115	95.8185	97.0174	100.365	99.74	100.815	119.133	113.562	103.647	123.129	128.534
YBL065W	345	1.34562	1.08352	1.61836	0	1.48251	1.16427	1.2983	1.80034	1.99063	1.32662	1.1235	0
YBL066C	3447	8.96808	8.34026	9.22298	7.09758	10.7037	8.25462	6.96374	9.45837	8.70874	7.79003	9.63792	11.9791
YBL067C	2244	31.6529	37.6682	38.2139	34.9835	42.3543	37.9037	38.8203	39.6915	42.1679	39.7735	41.118	42.3047
YBL068W	981	32.6149	36.3805	36.4378	36.4612	37.5918	37.9466	39.2782	39.3742	36.1484	36.0518	36.3967	32.9422
YBL068W-A	237	98.4698	123.34	130.02	111.721	130.586	120.586	90.4829	121.551	111.407	83.2108	102.769	100.37
YBL069W	1290	13.105	18.9864	20.1244	14.9081	18.7997	18.1465	15.2465	17.7868	18.4922	15.9542	17.1484	18.1699
YBL070C	321	0	0.57658	0.358827	1.23827	0	0.774437	1.15145	0	0.240746	0	0	0
YBL071C	309	2.55851	2.40353	1.70949	1.47481	1.56599	1.84475	0.685706	0.356573	1.43368	1.26119	0.445038	0.608509
YBL071C-B	99	0	4.65368	5.79232	6.66286	0	8.33417	9.29358	9.66548	0	5.69777	6.03173	8.24731
YBL071W-A	249	314.858	380.809	356.446	436.469	319.501	340.991	403.818	327.242	289.721	339.317	290.025	285.594
YBL072C	603	413.404	417.513	355.15	478.788	296.79	393.908	403.397	376.512	381.1	385.763	304.395	293.719
YBL073W	312	0	0	0	0	0	0	0	0	0.273861	0	0	0.581187
YBL074C	1068	9.2751	13.3366	14.4813	9.34724	15.0035	11.9649	12.5305	14.1663	16.3346	11.9744	14.6518	16.6573
YBL075C	1950	8.96196	12.6837	16.9593	9.75405	14.6152	14.2598	10.2589	13.3114	15.5049	10.9918	15.1872	18.403
YBL076C	3219	328.557	304.785	296.927	293.713	308.694	303.714	309.18	282.968	304.402	307.416	290.869	281.896
YBL077W	432	0.84714	0.341068	0.283012	0.162773	0.129627	0.61081	0.227042	0.472254	0.09494	0.278392	0.147355	0.402963
YBL078C	354	51.4287	56.8665	55.7363	55.6025	70.4864	63.34	61.3327	76.133	80.5812	59.9211	78.8421	99.3748
YBL079W	4509	44.7006	45.0289	43.366	40.0383	48.173	42.4853	41.8607	43.267	45.6129	41.9466	45.1268	44.202
YBL080C	1626	5.79802	8.67258	10.4748	6.27333	9.09592	8.10399	7.12089	8.7866	8.61762	7.02956	9.63489	9.21107
YBL081W	1107	16.0507	16.0282	17.143	14.7896	24.4129	14.2654	15.2054	13.8498	12.1294	12.3802	15.4316	15.9001
YBL082C	1377	15.0491	17.356	19.5594	17.3496	20.6514	19.8519	16.5384	16.4149	16.265	15.1528	18.3837	15.8533
YBL083C	426	24.8159	27.0349	30.7236	30.1241	31.897	28.5234	26.5254	25.7559	25.2267	25.9047	27.88	24.789
YBL084C	2277	10.9696	12.3518	11.4155	10.2964	12.5042	11.5012	10.8788	11.8575	12.2509	10.978	11.7943	12.6722
YBL085W	2943	26.7969	27.5857	27.6547	24.8561	30.9422	26.3195	24.2136	27.5484	28.5053	24.8867	27.6866	30.2195
YBL086C	1401	11.2816	11.5765	11.0821	10.9893	12.5198	9.26634	9.95435	10.7465	10.6778	9.04377	10.2059	10.594
YBL087C	414	1466.8	1294.33	1342.33	1338.81	1190.11	1354.77	1366.82	1124.28	1147.42	1215.13	1156.43	1017.64
YBL088C	8364	13.4586	12.5882	12.2537	11.6837	14.2331	12.608	12.0268	13.629	14.306	12.8196	13.8003	14.5531
YBL089W	1380	11.9937	13.6125	12.5471	12.3522	13.4444	12.6504	9.1473	13.2576	12.4429	10.2477	13.5664	15.3874
YBL090W	534	39.1646	38.3252	35.0726	46.8239	35.0416	33.7949	33.9678	34.4174	37.0036	34.5002	32.643	28.0738
YBL091C	1266	48.4998	87.9052	109.21	59.1064	112.638	89.0086	65.7342	87.3785	92.8152	70.708	94.3941	111.991
YBL091C-A	528	18.9847	18.8663	22.9255	22.741	23.2966	24.1051	18.615	22.5349	25.7808	22.46	23.3898	23.6556
YBL092W	393	6050.88	5064.75	4738.71	5503.65	4718.16	5125.5	5480.66	4694.87	5116.77	5386.81	4811.92	4423.25
YBL093C	663	78.9488	88.2961	85.3804	78.498	96.8352	89.5936	79.9861	86.9966	101.516	86.8786	93.4038	110.346
YBL094C	333	1.84473	0.990275	1.84886	2.48118	1.97593	2.66019	1.48321	2.82804	1.0337	0.606226	2.24615	1.75498
YBL095W	813	10.3076	14.7185	17.4015	10.2461	15.6463	15.8551	14.9546	17.3535	17.6513	15.7625	17.9773	19.8738
YBL096C	309	0.426419	1.37345	2.13687	1.96642	2.74048	2.15221	2.05712	2.49601	2.58062	1.26119	3.11527	3.65105
YBL097W	2265	1.99935	5.13936	10.3916	1.9356	6.84824	4.56502	2.51435	4.73695	6.63591	3.04512	5.52427	10.8272
YBL098W	1383	11.6657	16.1818	14.6148	14.0269	16.9023	15.9026	15.5349	17.014	19.0287	16.4653	20.3077	20.4514
YBL099W	1638	255.904	228.886	245.607	241.281	264.526	255.196	290.332	278.913	263.587	306.775	329.338	320.558
YBL100C	315	0	0.31369	0	0	0	0	0	0	0	0	0.813161	0
YBL100W-A	1317	1.04029	0.954542	0.994119	1.14353	1.13278	1.34315	1.1671	0.991269	1.38276	1.04945	0.984712	1.20832
YBL100W-B	5313	3.27564	2.55956	2.41876	2.89405	3.26034	2.51266	2.88805	2.9311	3.01232	2.85212	2.93409	3.38567
YBL100W-C	120	0	4.12998	0	0	0	3.69814	0	0	10.3466	0	5.35295	7.31919
YBL101C	3354	17.5913	22.5942	25.4286	15.925	27.9084	24.1856	17.5026	25.4605	27.1606	19.0411	26.2799	33.558
YBL102W	648	82.5643	82.0733	83.463	82.2702	84.78	87.639	81.2228	84.5273	83.8221	79.4193	89.4134	80.3032
YBL103C	1461	17.6942	21.6978	19.4858	17.0074	22.43	19.844	18.6489	19.6447	22.721	19.2728	22.8944	23.1813
YBL104C	3117	13.3423	14.4504	13.616	14.416	14.1106	13.9008	14.7043	13.1231	14.4723	12.9319	14.7147	14.1545
YBL105C	3456	19.3602	27.4028	29.941	19.5425	32.1394	27.0761	21.6618	28.4504	31.2863	23.9955	29.3455	35.6754
YBL106C	3033	23.1556	24.6762	24.9561	27.3587	34.5261	30.7015	29.8631	35.3963	38.1367	33.7992	39.151	45.1618
YBL107C	591	9.36808	20.6226	22.7154	12.5421	22.1958	19.8826	14.9429	19.5209	24.4354	17.3544	20.4216	21.6698
YBL107W-A	105	16.7846	0	0	0	0	0	0	0	0	0	0	0
YBL108C-A	129	0	0	0	0	0	0	0	0	0	0	0	0
YBL108W	306	1.3414	0	0	0	0	0	0	0	0	0	0	0
YBL109W	336	0.890701	0	1.48782	0.342286	1.09034	1.07036	0	0.496538	0.199644	0.292708	1.23946	0.423683
YBL111C	2004	0	0	0	0	0	0	0	0	0	0	0	0
YBL112C	318	0	0	0	0	0	0	0	0	0	0	0	0
YBL113C	2379	1.116	1.3284	1.88442	1.07682	2.09375	1.60933	0.9168	1.58238	1.28062	1.25571	1.60783	2.40614
YBL113W-A	483	0.110418	0.177822	0	0.127297	0	0	0	0.0923317	0	0	0	0
YBR001C	2343	9.15551	16.3242	19.0322	11.181	18.9072	16.5746	12.7582	18.3555	19.1413	14.622	19.909	23.7179
YBR002C	861	16.0853	24.2047	26.6572	19.2256	26.8226	24.3525	17.7193	22.2411	25.3797	20.6447	25.4678	27.5328
YBR003W	1422	28.3929	31.6954	32.2757	30.2192	33.3884	31.383	29.0451	33.0071	31.5191	29.7944	34.3224	31.716
YBR004C	1302	20.8322	19.3825	18.1491	21.3576	20.5453	20.1335	22.1356	21.2568	22.4394	20.1026	21.7162	22.6549
YBR005W	642	33.3327	30.8106	33.4732	31.834	37.0011	40.7199	32.9851	39.143	38.7268	35.325	37.8072	46.5345
YBR006W	1494	19.5288	19.3346	17.8669	19.8823	19.2632	21.4878	20.2904	26.4474	26.9053	20.3374	25.948	28.638
YBR007C	2211	12.8662	11.7175	10.9944	12.7682	13.3601	10.4353	11.0754	11.9701	11.1311	10.9837	11.4488	11.05
YBR008C	1647	7.30037	11.1318	11.7067	6.797	12.2851	9.60802	8.49993	10.6328	10.7376	9.14692	11.9977	13.108
YBR009C	312	1042.21	1229.14	1369.87	1104.81	1119.89	1161.99	1057.04	1116.7	1095.72	1062.43	1024.38	1017.08
YBR010W	411	662.691	541.19	548.763	556.585	412.495	564.296	534.233	490.261	516.824	484.457	443.274	442.453
YBR011C	864	1131.19	1021.01	916.578	1082.86	1074.04	981.134	1006.62	977.207	979.669	981.763	1032.07	952.413
YBR012C	420	19.4917	30.7818	25.8956	23.3422	29.4094	32.2479	23.0826	29.1866	31.3952	26.9626	27.1236	37.3023
YBR012W-A	1323	2.79067	2.57643	3.32737	1.77505	4.15241	3.19168	1.58612	3.3193	3.67216	2.11088	3.89173	4.84062
YBR012W-B	5271	4.04391	3.93151	4.12515	3.26227	4.91251	3.72075	3.23487	3.86767	4.10307	3.02814	4.45137	5.01452
YBR013C	390	37.0158	42.2005	41.5064	36.1253	42.2281	39.9019	37.7179	43.058	48.3023	35.0478	46.8557	46.5465
YBR014C	612	55.5904	58.6899	56.4282	54.8156	63.7154	54.0415	55.1692	64.2812	61.1681	52.1388	60.7662	59.5219
YBR015C	1794	75.7741	74.1847	75.5079	73.6108	78.3355	72.1554	71.4259	72.8718	67.2133	67.8618	73.0262	67.6328
YBR016W	387	122.636	173.828	206.039	155.413	238.765	176.847	123.743	167.365	159.891	142.501	164.141	185.691
YBR017C	2757	47.3796	51.8469	51.1407	48.0306	56.0885	49.0107	48.3077	48.8969	48.6029	47.0152	49.4483	47.8971
YBR018C	1101	2.2138	1.48957	1.42851	1.81802	1.44781	1.22449	1.31668	2.07941	1.48862	1.19591	1.83571	2.29362
YBR019C	2100	0.335012	0.359678	0.363742	0.273575	0.29476	0.241552	0.202019	0.431879	0.272202	0.247711	0.393344	0.398391
YBR020W	1587	2.78075	3.66966	5.3804	2.71605	4.98192	3.57835	2.8258	3.87545	4.18119	3.02705	4.55479	6.91677
YBR021W	1902	3.9546	7.31263	10.3238	4.75735	9.42843	7.88917	7.21382	7.2803	7.52559	6.11781	8.76026	8.52072
YBR022W	534	30.552	33.5802	31.0747	28.6378	32.3781	33.7949	37.1751	34.1142	36.8817	36.6452	35.1977	35.9655
YBR023C	3498	28.9393	36.4554	35.8585	28.9165	38.2001	36.3076	31.382	34.9254	38.133	34.0188	38.4113	40.9111
YBR024W	906	9.71375	16.5934	16.7513	9.20375	15.5618	14.5181	9.61246	16.0151	18.5376	15.1597	15.5557	18.1269
YBR025C	1185	324.463	373.803	400.164	294.661	352.227	341.345	311.082	319.653	334.079	320.915	318.463	331.328
YBR026C	1143	54.5079	62.2525	59.0906	52.9444	60.3392	58.744	51.1689	67.1611	68.7187	56.559	67.626	71.845
YBR027C	333	7.68636	6.68436	8.31985	6.73462	7.05688	5.54206	6.42725	8.9983	8.06289	5.15292	8.34286	4.82619
YBR028C	1578	20.6469	22.3393	21.5504	20.7549	22.865	19.8493	22.5719	22.0933	21.309	19.1478	19.9252	19.254
YBR029C	1374	79.9478	73.7888	68.2723	82.24	79.7683	71.5215	77.7051	73.9393	68.4923	66.6371	67.5946	64.8275
YBR030W	1659	21.3116	19.5657	16.8597	20.8724	18.7419	17.3217	19.8019	19.2765	16.9058	18.102	19.2395	17.3111
YBR031W	1089	469.109	460.908	496.887	447.699	586.887	457.315	450.654	459.12	401.154	453.206	473.349	435.649
YBR032W	303	2.81729	1.13427	0	0.541326	0	1.69278	0.755059	0.785275	0.631474	0	0.49005	0.670055
YBR033W	2760	1.45087	1.51626	1.57787	1.45912	1.76661	1.55062	1.7374	2.66736	2.60853	2.11006	2.57739	2.84866
YBR034C	1047	79.5855	69.0897	63.2138	78.0149	73.5136	68.589	82.4724	66.1435	59.9164	73.0032	67.4149	57.2934
YBR035C	687	141.99	151.383	133.498	147.237	144.118	144.487	143.713	157.06	145.855	133.122	151.206	150.599
YBR036C	1233	53.041	76.0106	85.9502	61.6032	94.0915	83.171	67.6432	83.634	91.6021	75.3574	95.8881	105.78
YBR037C	888	10.7152	18.2655	20.7489	12.2133	19.4526	18.5714	15.0199	18.3597	16.9118	16.1847	18.5681	22.3881
YBR038W	2892	20.1384	28.4959	36.5752	21.1319	36.0449	30.1896	22.9201	31.1618	30.6724	24.8561	33.4753	39.8425
YBR039W	936	153.71	127.163	123.635	171.701	159.388	137.838	187.664	164.228	154.722	183.168	177.261	157.789
YBR040W	897	0.119619	0.77056	0.439586	0.505652	0.366076	0.689989	0.641182	0.466788	0.509424	0.511031	0.499369	0.739697
YBR041W	2010	26.9822	31.4499	32.7629	29.7706	34.5791	32.319	28.808	34.3163	36.3957	30.3621	35.633	38.4833
YBR042C	1194	26.576	27.476	26.3888	22.8844	26.0814	26.7124	20.9282	25.7667	28.2397	25.0955	24.2266	28.4824
YBR043C	2070	20.2474	25.5351	24.0896	20.1855	27.7079	24.2667	19.7133	27.0278	25.4647	24.3119	28.0766	25.7551
YBR044C	1719	14.3953	15.2288	12.9654	15.4611	15.5886	13.7251	14.5279	14.977	13.8638	15.0238	16.3997	14.7233
YBR045C	1920	5.3964	5.09234	4.18421	4.17132	5.56489	4.90549	4.72426	6.29679	6.29042	5.27446	6.18071	7.30361
YBR046C	1005	11.5176	25.0982	26.8547	15.2484	28.1147	25.776	14.1243	30.1793	32.2201	16.6113	33.1367	39.651
YBR047W	528	24.7265	25.0556	20.9764	22.8478	28.3131	21.8348	19.2106	29.2721	25.8431	18.4428	31.4119	23.5235
YBR048W	471	1602.41	1409.69	1393.11	1425.51	1355.56	1391.52	1445.03	1282.13	1268.3	1359.47	1230.72	1150.15
YBR049C	2433	35.7281	37.876	37.385	35.8705	39.8838	33.6426	36.5833	36.3952	37.3892	36.3782	36.6337	37.7996
YBR050C	1017	1.04293	1.19196	1.18014	0.969645	1.17373	1.28564	1.35249	1.01276	1.5157	1.39305	1.22892	1.5843
YBR051W	351	0.253305	1.2238	0	0.87608	0.46512	0	2.03664	0.635443	0.340658	0.499456	0.264365	0
YBR052C	633	98.0355	120.28	127.59	96.0336	111.813	113.04	95.3237	115.343	118.949	92.7373	115.027	126.744
YBR053C	1077	42.7509	57.4654	67.1472	44.969	69.5895	59.264	50.7314	69.1224	73.5039	54.7298	70.9973	86.3888
YBR054W	1035	115.613	143.942	139.362	154.736	164.272	160.723	211.549	213.555	216.07	217.395	284.549	271.514
YBR055C	2700	15.665	18.1058	16.7566	17.5978	18.2051	16.4939	16.8161	16.7574	17.9057	16.6909	17.9003	16.5927
YBR056C-B	159	3.89651	0	0	8.98432	0	11.2379	12.5316	3.25828	10.4805	0	0	5.56041
YBR056W	1506	60.7815	72.2138	72.8043	61.7314	78.8649	79.6764	67.1983	85.4428	101.95	79.884	91.002	107.915
YBR056W-A	201	178.063	234.81	193.979	220.158	272.466	357.253	232.388	304.267	371.349	312.934	328.582	408.768
YBR057C	1101	26.8082	27.789	26.0172	28.2841	27.6197	25.0364	26.4799	25.2066	24.9395	23.8584	25.6366	23.1093
YBR058C	2346	37.2843	32.304	31.5514	33.3955	34.4684	32.24	32.5137	33.9591	34.4001	30.8299	33.6399	33.7238
YBR058C-A	243	765.335	914.713	985.394	1014.43	1003.98	938.41	948.619	1001.96	897.039	905.154	921.297	1041.68
YBR059C	3327	32.8135	37.6966	42.7471	29.6327	46.4724	38.7362	30.2503	42.6778	43.6891	34.1542	43.2524	54.5879
YBR060C	1863	20.8271	19.5548	19.2693	19.9691	20.3854	18.1911	18.303	18.0984	19.2255	17.5185	18.6122	16.5851
YBR061C	933	28.142	33.7323	29.9844	32.444	33.7792	32.5747	33.2267	31.7451	28.8043	32.7722	30.1199	28.408
YBR062C	543	28.0349	37.2228	41.2216	29.6862	40.0204	36.1188	28.8296	39.0224	42.0759	32.231	39.5317	44.145
YBR063C	1215	17.7334	15.8731	14.7439	14.5546	15.2006	14.7726	16.5162	15.5221	16.3668	15.0833	17.0282	17.2523
YBR064W	429	0	0	0	0	0.395363	0.206997	0.230826	0	0.193045	0.141516	0	0
YBR065C	1095	16.7976	18.9607	17.8147	17.7105	20.8897	18.1012	19.7921	20.1499	20.0643	18.0659	20.4635	18.8714
YBR066C	663	147.163	160.059	144.302	151.744	186.05	166.767	167.298	199.617	219.4	214.428	246.211	254.713
YBR067C	633	317.388	308.23	342.914	222.243	335.626	276.777	187.185	270.577	250.883	211.611	268.887	262.322
YBR068C	1830	92.8428	137.727	143.318	102.928	159.525	138.715	120.967	155.093	160.158	135.743	178.92	186.454
YBR069C	1860	76.2623	66.5867	67.544	73.9972	72.6525	66.7709	81.4466	73.2928	64.2116	76.0392	79.3077	64.4958
YBR070C	714	22.3372	22.5501	22.3872	20.3067	21.018	22.2354	19.4787	23.9753	22.3434	23.2817	22.8486	21.5676
YBR071W	636	55.1473	50.4806	49.65	55.8804	63.6258	52.9045	58.1895	64.8169	64.9618	67.7303	72.4666	69.3595
YBR072C-A	162	0	0	0	0	0	0	0	0	0	0	0	0
YBR072W	645	199.851	226.545	203.83	173.986	219.067	219.934	155.388	338.979	347.217	238.455	488.588	557.256
YBR073W	2877	28.8954	31.1048	30.1918	29.4475	31.62	29.5396	30.5607	31.2081	33.1614	30.5035	31.7373	30.1086
YBR074W	2931	34.961	36.5214	36.4489	32.6974	36.1929	34.2309	33.8338	32.8354	35.4088	32.7102	34.2755	34.1353
YBR076C-A	267	94.0402	74.2528	66.799	72.6281	76.2798	80.3132	91.0268	100.014	73.0582	56.7075	84.8061	69.0531
YBR076W	1065	0.601615	0.739398	0.571226	0.292034	0.37792	0.753407	0.712844	0.556027	0.915543	0.561902	0.925302	0.813333
YBR077C	489	41.2328	46.5515	39.9224	47.7841	38.449	41.1406	44.1454	44.0215	43.6522	41.3935	41.5725	41.6336
YBR078W	1290	537.232	533.439	627.091	501.351	716.073	568.734	517.142	593.439	524.609	513.373	624.128	672.959
YBR079C	2895	104.513	105.315	119.055	103.074	122.993	109.187	107.248	106.215	108.755	104.683	107.059	115.908
YBR080C	2277	44.0185	53.0079	53.8342	42.669	56.8714	53.2802	46.3427	52.7996	58.1619	49.5893	51.3124	57.852
YBR081C	3999	12.9878	18.2641	18.7691	13.4481	19.0596	16.3246	14.3703	17.3133	19.6118	15.9766	17.8335	20.2053
YBR082C	447	776.569	717.987	699.574	775.077	772.514	642.819	681.985	648.387	631.432	677.991	699.344	629.602
YBR083W	1461	41.1017	40.1855	38.822	38.7827	39.5754	34.6617	37.6748	35.1359	34.8914	33.6486	38.2685	34.9849
YBR084C-A	570	1397.01	1467.64	1561	1391.2	1498.61	1458.51	1387.02	1332.01	1397.23	1435.05	1410.97	1350.33
YBR084W	2928	74.1088	86.6841	91.2871	70.2602	93.1426	82.8358	76.8161	75.9221	77.447	78.0351	76.479	75.0909
YBR085C-A	258	1909.3	2014.15	1824.62	2278.54	2110.68	2048.6	2347.96	2835.63	2834.85	2486.31	2844.41	2905.33
YBR085W	924	2.22014	5.79461	5.44767	2.11822	4.28749	4.55393	2.21593	3.77698	4.04107	2.9058	3.83516	4.20603
YBR086C	2841	88.0797	80.6198	83.9909	82.1225	87.7119	80.3909	79.9714	80.621	80.3951	72.8808	78.0057	79.8447
YBR087W	1065	30.3024	28.4796	28.5613	30.5541	28.1987	27.4194	30.5504	28.3309	28.5096	26.3158	26.4042	25.6652
YBR088C	777	78.8835	64.2673	65.2294	73.2276	63.8421	62.6283	75.4642	66.2082	65.712	73.8618	65.5252	58.449
YBR089C-A	300	324.913	390.453	365.727	357.503	398.041	358.527	304.118	365.837	366.237	326.654	380.328	410.81
YBR089W	600	0	0.118548	0.295107	0	0.135167	0.212304	0	0.307772	0.247493	0.362862	0.307304	0.105046
YBR090C	369	26.2684	32.9414	27.8377	21.5959	20.1635	31.981	27.699	26.827	27.7984	25.6852	22.921	29.8041
YBR091C	330	29.6451	40.0415	42.1711	39.3218	29.2659	42.7498	37.9318	39.7163	37.2962	40.2257	30.6069	27.7479
YBR092C	1404	122.276	116.202	122.55	103.805	114.439	99.3261	99.249	80.0811	68.6838	74.919	81.0379	67.0702
YBR093C	1404	6.89007	7.07915	7.82473	7.29858	8.37963	7.61318	7.73416	6.58457	6.82927	7.71906	8.75518	8.58729
YBR094W	2262	21.6021	22.1281	19.9009	21.8856	23.215	21.2118	21.7547	21.6164	23.5538	21.5248	23.0142	22.1813
YBR095C	1293	22.2739	20.7453	18.7272	21.3991	21.6768	20.0573	23.7591	21.4815	23.6646	21.8862	24.1505	24.722
YBR096W	693	104.282	90.7178	79.7864	101.17	93.017	92.687	99.1926	98.3445	110.114	99.3673	101.244	112.938
YBR097W	4365	12.9691	12.935	12.822	11.7674	13.5668	12.7366	11.9215	13.2962	15.2044	12.6808	13.9088	14.8882
YBR098W	2076	8.2449	7.58413	7.12944	7.12487	7.41386	6.99506	8.86916	7.60395	8.73932	7.71019	7.95547	8.07248
YBR099C	384	4.01921	4.16102	3.45275	2.20648	3.51433	3.31195	6.77088	4.32113	3.98959	4.52852	3.59546	3.82367
YBR101C	873	56.3545	60.5149	74.9893	65.2556	66.6794	62.0691	65.1194	63.328	70.1087	61.8453	64.3898	69.3105
YBR102C	2262	20.2415	22.9239	22.538	19.5328	24.0517	20.3696	21.3213	23.3336	25.6856	21.335	23.8715	25.3134
YBR103C-A	144	0	0	0	0	0	0	0	0	0	0	0	0
YBR103W	1608	8.34642	15.845	16.9207	9.16201	16.3731	14.9696	12.2903	14.7058	16.6837	12.9895	16.4891	18.422
YBR104W	990	21.4792	31.0533	28.5516	22.9135	27.7234	29.0131	24.2227	29.3907	30.809	25.5073	33.1525	31.945
YBR105C	1089	38.9412	38.7124	32.4003	34.6102	40.6941	29.7853	31.4088	35.9837	30.7355	29.3848	34.5742	29.4091
YBR106W	567	809.502	679.503	691.934	720.989	677.189	678.578	676.929	656.118	624.536	677.836	634.887	603.967
YBR107C	738	8.29556	8.80708	8.473	8.22354	9.16853	10.0578	9.34631	7.46698	8.8469	7.0324	8.9335	10.0283
YBR108W	2844	15.9905	17.4458	18.4113	15.0143	22.4602	17.9549	15.0343	19.2328	18.0369	16.4028	21.791	22.7478
YBR109C	444	423.475	402.659	369.178	387.237	398.404	412.72	387.574	408.734	426.154	393.85	401.585	403.88
YBR109W-A	225	15.0509	15.1491	15.0846	17.3517	10.3637	24.4172	21.1774	33.0372	16.446	9.27397	1.96351	26.8474
YBR110W	1350	28.3253	35.072	35.3977	27.8395	36.2182	33.4522	32.1898	34.6946	35.9	33.1772	34.2646	38.2106
YBR111C	696	93.4669	106.12	104.683	100.958	104.546	110.736	99.4564	108.366	116.954	101.265	109.855	113.17
YBR111W-A	291	126.749	142.14	107.311	142.789	112.649	111.42	120.989	137.446	154.114	135.23	121.411	150.315
YBR112C	2901	41.7185	39.9706	39.9761	37.65	51.4419	38.0743	37.6789	40.9057	37.3293	37.2777	44.5162	45.491
YBR113W	483	0.772925	0.711286	0.331995	0.381891	0	0.159228	0.177558	0.276995	0.148496	0.435434	0.230478	0
YBR114W	2373	11.0699	14.0072	14.3986	10.8968	14.5525	12.4023	10.7393	16.011	15.0673	12.7844	15.1588	16.8906
YBR115C	4179	54.8379	74.8084	74.2472	51.1996	84.6378	70.3994	58.3161	73.8	72.2503	61.6211	77.5014	81.1257
YBR116C	528	4.53782	4.39965	6.12584	6.19238	7.14203	6.47699	7.14815	10.5318	10.3372	10.2257	12.3715	13.8762
YBR117C	2046	2.78939	3.60066	4.35196	4.88999	5.2143	4.89328	7.09818	7.98338	7.8507	9.93684	11.4346	13.9934
YBR118W	1377	911.835	859.189	880.955	771.781	884.981	918.025	859.003	821.416	806.152	913.547	1017.39	896.608
YBR119W	897	18.1821	19.7135	17.024	19.3986	19.9878	15.726	22.3131	18.9716	18.9291	19.773	18.3934	21.0529
YBR120C	489	24.0076	24.2726	23.9534	22.8371	22.338	21.7346	23.7173	24.5764	21.6451	22.5011	25.2806	20.4327
YBR121C	2004	258.746	276.987	286.666	266.237	310.464	281.834	292.829	279.888	297.863	300.116	295.596	293.771
YBR121C-A	159	1223.51	1446.41	1261.39	1136.52	1173.39	1531.17	1447.4	1361.96	1600.9	1475.13	1496.53	1451.27
YBR122C	534	68.0848	66.4304	61.3317	69.3996	63.6742	63.0141	68.5187	64.9685	65.5946	69.8047	61.9744	68.5673
YBR123C	1950	14.3847	16.1328	15.8175	15.0076	15.94	15.355	15.0464	16.9695	16.5365	14.7207	17.0261	17.9695
YBR124W	360	0.698315	0.562298	0.699877	0.536709	0.213708	0.503503	0.37431	0.389289	1.25218	0.917938	0.971741	1.99302
YBR125C	1182	21.7669	26.2684	23.2311	22.5721	26.6202	25.0992	23.4685	28.8307	25.6979	24.5446	29.3938	27.5446
YBR126C	1488	203.47	261.097	288.175	195.819	289.39	276.483	216.194	327.694	335.014	270.724	359.698	422.009
YBR126W-A	207	1449.57	1393.32	1181.01	1527.28	1130.34	1330.7	1246.54	1340.57	1362.04	1216.15	1219.81	1356.21
YBR126W-B	144	4591.51	3707.75	3698.96	4244.8	4147.23	3578.6	3614.36	3886.97	3837.27	3267.83	4481.66	3800.27
YBR127C	1554	491.769	483.922	488.96	461.193	515.353	483.658	475.278	475.672	491.811	471.883	503.612	497.491
YBR128C	1035	4.20768	5.02923	4.1512	5.11617	4.58741	4.33745	3.6474	6.04738	6.1008	4.79643	6.17541	5.06625
YBR129C	987	24.4023	23.0322	19.8954	24.5807	22.1789	22.1638	19.6483	21.6349	21.4939	21.4	21.9601	18.6853
YBR130C	1278	38.945	39.5075	33.7473	37.7482	36.3088	31.5926	33.5538	33.6158	35.2715	33.4193	33.4388	33.3595
YBR131C-A	90	0	0	0	0	0	0	0	0	0	0	0	0
YBR131W	2115	7.62948	8.98656	9.06207	7.63045	8.60644	8.82565	7.61502	8.96182	10.1023	8.16334	9.49444	10.927
YBR132C	1791	19.2192	26.4314	26.6345	21.481	27.2908	24.5738	21.3401	30.615	29.4975	22.8794	34.7829	31.6345
YBR133C	2484	33.433	33.3627	33.4847	33.0528	35.5667	31.4913	32.1235	32.6356	31.2966	30.898	32.7935	32.2684
YBR134W	402	0	0.135981	0.169252	0	0.155044	0.121763	0.543119	0.141213	0.113556	0	0	0.481975
YBR135W	453	107.657	106.167	105.106	114.623	127.563	108.034	108.963	109.617	92.4911	102.017	114.737	93.4429
YBR136W	7107	12.1616	12.4291	11.4714	11.6101	12.9332	11.7869	12.3046	12.356	13.6575	12.7365	12.7831	12.9301
YBR137W	540	86.4811	77.9298	68.61	73.1892	64.1547	68.9491	71.2466	75.8053	79.0488	77.4692	82.1952	82.2314
